

Microchip Technology PIC18 LITE Macro Assembler V1.32 build 58300 
                                                                                               Wed Aug 06 11:02:16 2014

Microchip Technology Omniscient Code Generator (Lite mode) build 58300
     1                           	processor	18F2550
   796  0008D6  0A80               	xorlw	128
   797  0008D8  0F7F               	addlw	-129
   798  0008DA  0E00               	movlw	0
   799  0008DC  B4D8               	btfsc	status,2,c
   800  0008DE  5C46               	subwf	_i,w,c
   801  0008E0  B0D8               	btfsc	status,0,c
   802  0008E2  D01F               	goto	l2074
   803                           
   804                           ;CurretSense.c: 168: {
   805                           ;CurretSense.c: 169: value = value + (float)adc_run();
   806  0008E4  EC72  F00C         	call	_adc_run	;wreg free
   807  0008E8  C001  F009         	movff	?_adc_run,___awtoft@c
   808  0008EC  C002  F00A         	movff	?_adc_run+1,___awtoft@c+1
   809  0008F0  ECBF  F00B         	call	___awtoft	;wreg free
   810  0008F4  C009  F010         	movff	?___awtoft,___ftadd@f1
   811  0008F8  C00A  F011         	movff	?___awtoft+1,___ftadd@f1+1
   812  0008FC  C00B  F012         	movff	?___awtoft+2,___ftadd@f1+2
   813  000900  C03F  F013         	movff	_value,___ftadd@f2
   814  000904  C040  F014         	movff	_value+1,___ftadd@f2+1
   815  000908  C041  F015         	movff	_value+2,___ftadd@f2+2
   816  00090C  ECAD  F007         	call	___ftadd	;wreg free
   817  000910  C010  F03F         	movff	?___ftadd,_value
   818  000914  C011  F040         	movff	?___ftadd+1,_value+1
   819  000918  C012  F041         	movff	?___ftadd+2,_value+2
   820  00091C  4A46               	infsnz	_i,f,c
   821  00091E  2A47               	incf	_i+1,f,c
   822  000920  D7D9               	goto	L1
   823  000922                     l2074:
   824                           
   825                           ;CurretSense.c: 170: }
   826                           ;CurretSense.c: 171: value = value /256.0;
   827  000922  C03F  F018         	movff	_value,___ftdiv@f1
   828  000926  C040  F019         	movff	_value+1,___ftdiv@f1+1
   829  00092A  C041  F01A         	movff	_value+2,___ftdiv@f1+2
   830  00092E  0E00               	movlw	0
   831  000930  6E1B               	movwf	___ftdiv@f2,c
   832  000932  0E80               	movlw	128
   833  000934  6E1C               	movwf	___ftdiv@f2+1,c
   834  000936  0E43               	movlw	67
   835  000938  6E1D               	movwf	___ftdiv@f2+2,c
   836  00093A  EC91  F009         	call	___ftdiv	;wreg free
   837  00093E  C018  F03F         	movff	?___ftdiv,_value
   838  000942  C019  F040         	movff	?___ftdiv+1,_value+1
   839  000946  C01A  F041         	movff	?___ftdiv+2,_value+2
   840                           
   841                           ;CurretSense.c: 172: lcd_goto(0x05);
   842  00094A  0E05               	movlw	5
   843  00094C  ECAA  F00C         	call	_lcd_goto
   844                           
   845                           ;CurretSense.c: 173: lcd_bcd(3,value);
   846  000950  C03F  F001         	movff	_value,___fttol@f1
   847  000954  C040  F002         	movff	_value+1,___fttol@f1+1
   848  000958  C041  F003         	movff	_value+2,___fttol@f1+2
   849  00095C  ECFC  F009         	call	___fttol	;wreg free
   850  000960  C001  F027         	movff	?___fttol,??_main
   851  000964  C002  F028         	movff	?___fttol+1,??_main+1
   852  000968  C003  F029         	movff	?___fttol+2,??_main+2
   853  00096C  C004  F02A         	movff	?___fttol+3,??_main+3
   854  000970  C027  F010         	movff	??_main,lcd_bcd@ui_number
   855  000974  C028  F011         	movff	??_main+1,lcd_bcd@ui_number+1
   856  000978  0E03               	movlw	3
   857  00097A  EC83  F008         	call	_lcd_bcd
   858                           
   859                           ;CurretSense.c: 174: if(PORTBbits.RB0==0) break;
   860  00097E  B081               	btfsc	3969,0,c	;volatile
   861  000980  D79F               	goto	l117
   862                           
   863                           ;CurretSense.c: 175: }
   864                           ;CurretSense.c: 176: lcd_clear();
   865  000982  EC8D  F00C         	call	_lcd_clear	;wreg free
   866                           
   867                           ;CurretSense.c: 177: centerValue = value;
   868  000986  C03F  F001         	movff	_value,___fttol@f1
   869  00098A  C040  F002         	movff	_value+1,___fttol@f1+1
   870  00098E  C041  F003         	movff	_value+2,___fttol@f1+2
   871  000992  ECFC  F009         	call	___fttol	;wreg free
   872  000996  C001  F027         	movff	?___fttol,??_main
   873  00099A  C002  F028         	movff	?___fttol+1,??_main+1
   874  00099E  C003  F029         	movff	?___fttol+2,??_main+2
   875  0009A2  C004  F02A         	movff	?___fttol+3,??_main+3
   876  0009A6  C027  F042         	movff	??_main,_centerValue
   877  0009AA  C028  F043         	movff	??_main+1,_centerValue+1
   878                           
   879                           ;CurretSense.c: 178: delay_ms(500);
   880  0009AE  0E01               	movlw	1
   881  0009B0  6E02               	movwf	delay_ms@ui_data+1,c
   882  0009B2  0EF4               	movlw	244
   883  0009B4  6E01               	movwf	delay_ms@ui_data,c
   884  0009B6  EC43  F00C         	call	_delay_ms	;wreg free
   885  0009BA                     l2084:
   886                           
   887                           ;CurretSense.c: 182: {
   888                           ;CurretSense.c: 183: if(PORTBbits.RB0 == 0){
   889  0009BA  B081               	btfsc	3969,0,c	;volatile
   890  0009BC  D00E               	goto	l2098
   891  0009BE                     l125:
   892  0009BE  A081               	btfss	3969,0,c	;volatile
   893  0009C0  D7FE               	goto	l125
   894                           
   895                           ;CurretSense.c: 185: if(selection == 0){
   896  0009C2  664C               	tstfsz	_selection,c
   897  0009C4  D004               	goto	l2092
   898                           
   899                           ;CurretSense.c: 186: selection = 1;
   900  0009C6  0E01               	movlw	1
   901  0009C8  6E4C               	movwf	_selection,c
   902                           
   903                           ;CurretSense.c: 187: LATBbits.LATB1 = 1;}
   904  0009CA  828A               	bsf	3978,1,c	;volatile
   905  0009CC  D006               	goto	l2098
   906  0009CE                     l2092:
